Order_ID,Order_Date,Customer_ID,Customer_Age,Gender,Product_Category,Product_Subcategory,Product_ID,Units_Sold, Unit_Price , Discount_Percentage , Total_Sales , COGS , Profit , Shipping_Cost ,Sales_Region,Customer_Satisfaction,Payment_Method,Repeat_Customer
O1430,06/03/2024,C617,24,Female,Electronics,Laptops,P7026,4, AED25.87 , AED0.20 , AED82.78 , AED51.27 , AED31.51 , AED13.07 ,Asia,5,PayPal,No
O1431,07/03/2024,C198,35,Male,Clothing,Vegetables,P9301,1, AED174.56 , AED0.16 , AED146.63 , AED88.74 , AED57.89 , AED12.03 ,Asia,5,PayPal,Yes
O1432,08/03/2024,C991,44,Female,Electronics,Laptops,P1191,5, AED261.79 , AED0.22 ," AED1,020.98 ", AED577.31 , AED443.67 , AED9.41 ,Asia,1,PayPal,No
O1433,09/03/2024,C844,51,Female,Groceries,Smartphones,P1861,3, AED400.36 , AED0.17 , AED996.90 , AED643.10 , AED353.79 , AED9.16 ,Europe,4,Credit Card,Yes
O1434,10/03/2024,C136,44,Female,Electronics,Vegetables,P7711,2, AED175.61 , AED0.28 , AED252.88 , AED151.83 , AED101.05 , AED12.50 ,Asia,3,PayPal,No
O1435,11/03/2024,C379,34,Male,Groceries,Vegetables,P1649,3, AED355.69 , AED0.02 ," AED1,045.73 ", AED808.74 , AED236.99 , AED7.41 ,Europe,5,PayPal,No
O1436,12/03/2024,C448,60,Male,Electronics,Smartphones,P5134,8, AED101.88 , AED0.03 , AED790.59 , AED611.56 , AED179.03 , AED10.11 ,Asia,2,PayPal,Yes
O1437,13/03/2024,C596,61,Male,Groceries,Vegetables,P8587,6, AED377.79 , AED0.05 ," AED2,153.40 "," AED1,508.97 ", AED644.44 , AED9.86 ,Asia,1,PayPal,No
O1438,14/03/2024,C401,68,Female,Clothing,Laptops,P9828,7, AED125.64 , AED0.21 , AED694.79 , AED563.60 , AED131.19 , AED13.81 ,North America,3,Credit Card,Yes
O1439,15/03/2024,C280,41,Female,Groceries,Vegetables,P2036,6, AED80.34 , AED0.19 , AED390.45 , AED326.63 , AED63.82 , AED6.00 ,Europe,2,Cash,Yes
O1440,16/03/2024,C706,42,Male,Clothing,T-shirts,P5131,6, AED100.85 , AED0.27 , AED441.72 , AED323.30 , AED118.42 , AED17.45 ,North America,2,Cash,No
O1441,17/03/2024,C198,24,Female,Clothing,Fruits,P3148,3, AED99.21 , AED0.22 , AED232.15 , AED173.55 , AED58.60 , AED13.44 ,Europe,4,PayPal,No
O1442,18/03/2024,C799,69,Male,Groceries,Laptops,P6457,8, AED261.30 , AED0.15 ," AED1,776.84 "," AED1,089.48 ", AED687.36 , AED15.06 ,Asia,4,PayPal,Yes
O1443,19/03/2024,C215,23,Male,Electronics,T-shirts,P7079,7, AED423.95 , AED0.30 ," AED2,077.36 "," AED1,782.26 ", AED295.09 , AED15.55 ,Asia,5,PayPal,Yes
O1444,20/03/2024,C290,41,Female,Electronics,Smartphones,P3430,7, AED49.01 , AED0.08 , AED315.62 , AED160.87 , AED154.76 , AED9.37 ,Europe,5,Credit Card,No
O1445,21/03/2024,C352,50,Female,Electronics,Laptops,P2879,6, AED356.41 , AED0.25 ," AED1,603.84 "," AED1,025.56 ", AED578.28 , AED12.06 ,North America,2,PayPal,No
O1446,22/03/2024,C260,66,Female,Electronics,Fruits,P8542,5, AED330.63 , AED0.13 ," AED1,438.24 "," AED1,134.37 ", AED303.87 , AED19.34 ,Europe,2,Credit Card,No
O1447,23/03/2024,C355,46,Female,Electronics,Fruits,P3011,8, AED437.53 , AED0.19 ," AED2,835.19 "," AED1,508.42 "," AED1,326.77 ", AED16.50 ,Europe,5,PayPal,Yes
O1448,24/03/2024,C422,60,Male,Clothing,Smartphones,P4373,5, AED129.63 , AED0.22 , AED505.56 , AED289.82 , AED215.74 , AED19.54 ,Asia,5,PayPal,No
O1449,25/03/2024,C227,39,Male,Electronics,Smartphones,P8357,9, AED230.55 , AED0.19 ," AED1,680.71 "," AED1,236.52 ", AED444.19 , AED16.19 ,North America,2,Cash,Yes
O1450,26/03/2024,C117,43,Male,Clothing,Laptops,P2289,9, AED463.66 , AED0.04 ," AED4,006.02 "," AED2,900.35 "," AED1,105.67 ", AED7.63 ,Europe,3,PayPal,No
O1451,27/03/2024,C892,45,Male,Clothing,Vegetables,P2447,1, AED333.40 , AED0.13 , AED290.06 , AED230.76 , AED59.30 , AED5.97 ,North America,2,Credit Card,Yes
O1452,28/03/2024,C834,67,Male,Clothing,Smartphones,P4199,6, AED200.50 , AED0.17 , AED998.49 , AED823.80 , AED174.69 , AED13.66 ,North America,3,Cash,Yes
O1453,29/03/2024,C665,38,Female,Groceries,Vegetables,P7381,7, AED74.39 , AED0.25 , AED390.55 , AED215.36 , AED175.19 , AED10.37 ,Europe,3,Credit Card,No
O1454,30/03/2024,C669,66,Male,Groceries,T-shirts,P8522,3, AED138.62 , AED0.13 , AED361.80 , AED183.56 , AED178.24 , AED9.13 ,North America,2,Cash,Yes
O1455,31/03/2024,C422,24,Male,Clothing,Fruits,P7059,7, AED294.80 , AED0.28 ," AED1,485.79 "," AED1,152.76 ", AED333.03 , AED17.11 ,Asia,1,Credit Card,Yes
O1456,01/04/2024,C971,34,Male,Groceries,Vegetables,P4183,7, AED361.90 , AED0.13 ," AED2,203.97 "," AED1,367.69 ", AED836.28 , AED10.50 ,Asia,5,Cash,Yes
O1457,02/04/2024,C785,37,Female,Electronics,Fruits,P6462,2, AED70.97 , AED0.16 , AED119.23 , AED89.47 , AED29.76 , AED9.76 ,Asia,4,Credit Card,Yes
O1458,03/04/2024,C891,58,Female,Electronics,Vegetables,P4216,7, AED303.80 , AED0.24 ," AED1,616.22 ", AED905.43 , AED710.78 , AED17.75 ,Asia,2,Credit Card,Yes
O1459,04/04/2024,C725,66,Female,Clothing,T-shirts,P4136,1, AED279.67 , AED0.17 , AED232.13 , AED159.61 , AED72.51 , AED17.69 ,North America,3,PayPal,No
O1460,05/04/2024,C387,37,Female,Electronics,Smartphones,P4318,5, AED261.84 , AED0.29 , AED929.53 , AED652.32 , AED277.21 , AED10.35 ,Asia,2,Cash,No
O1461,06/04/2024,C953,39,Male,Clothing,T-shirts,P3782,9, AED348.16 , AED0.20 ," AED2,506.75 "," AED1,840.03 ", AED666.72 , AED17.49 ,Europe,5,Cash,Yes
O1462,07/04/2024,C762,45,Male,Clothing,Smartphones,P8657,7, AED420.35 , AED0.16 ," AED2,471.66 "," AED1,743.18 ", AED728.48 , AED17.76 ,Asia,3,PayPal,No
O1463,08/04/2024,C738,57,Female,Electronics,Smartphones,P5920,7, AED168.26 , AED0.01 ," AED1,166.04 ", AED814.22 , AED351.82 , AED11.36 ,Europe,4,Credit Card,Yes
O1464,09/04/2024,C254,66,Female,Groceries,Fruits,P7324,2, AED445.62 , AED0.12 , AED784.29 , AED496.53 , AED287.76 , AED6.00 ,Europe,4,Credit Card,Yes
O1465,10/04/2024,C589,24,Male,Electronics,T-shirts,P7327,8, AED88.71 , AED0.09 , AED645.81 , AED341.29 , AED304.52 , AED5.02 ,Asia,4,Cash,No
O1466,11/04/2024,C485,18,Male,Electronics,Vegetables,P9417,3, AED94.78 , AED0.22 , AED221.79 , AED118.83 , AED102.95 , AED12.85 ,Asia,1,Credit Card,Yes
O1467,12/04/2024,C884,49,Female,Clothing,T-shirts,P1776,8, AED140.72 , AED0.06 ," AED1,058.21 ", AED712.72 , AED345.50 , AED10.16 ,North America,3,Cash,Yes
O1468,13/04/2024,C203,30,Female,Clothing,Fruits,P6208,3, AED68.57 , AED0.06 , AED193.37 , AED124.20 , AED69.16 , AED19.96 ,Europe,3,Cash,Yes
O1469,14/04/2024,C492,47,Female,Clothing,Smartphones,P1687,7, AED122.86 , AED0.06 , AED808.42 , AED571.11 , AED237.31 , AED16.59 ,Asia,1,Credit Card,No
O1470,15/04/2024,C910,40,Female,Clothing,Fruits,P1529,2, AED62.14 , AED0.04 , AED119.31 , AED74.20 , AED45.11 , AED16.42 ,North America,3,Credit Card,No
O1471,16/04/2024,C345,68,Male,Groceries,Laptops,P6067,4, AED412.66 , AED0.09 ," AED1,502.08 "," AED1,164.36 ", AED337.72 , AED19.33 ,Asia,1,Credit Card,Yes
O1472,17/04/2024,C275,36,Male,Groceries,Laptops,P9080,6, AED78.09 , AED0.27 , AED342.03 , AED289.22 , AED52.82 , AED18.32 ,Asia,2,PayPal,Yes
O1473,18/04/2024,C138,49,Male,Groceries,Vegetables,P6518,9, AED376.18 , AED0.23 ," AED2,606.93 "," AED1,615.11 ", AED991.82 , AED9.77 ,Asia,5,Cash,Yes
O1474,19/04/2024,C576,47,Female,Clothing,Fruits,P3153,5, AED33.48 , AED0.22 , AED130.57 , AED75.37 , AED55.21 , AED7.49 ,Europe,4,Credit Card,Yes
O1475,20/04/2024,C781,46,Female,Clothing,Vegetables,P7094,9, AED474.77 , AED0.24 ," AED3,247.43 "," AED1,774.63 "," AED1,472.80 ", AED16.19 ,Asia,1,PayPal,Yes
O1476,21/04/2024,C858,66,Male,Clothing,Vegetables,P7974,5, AED358.47 , AED0.08 ," AED1,648.96 "," AED1,230.95 ", AED418.01 , AED10.67 ,North America,1,Credit Card,No
O1477,22/04/2024,C637,62,Male,Groceries,Laptops,P5774,8, AED13.33 , AED0.27 , AED77.85 , AED52.74 , AED25.10 , AED12.10 ,Asia,1,Cash,No
O1478,23/04/2024,C966,46,Male,Clothing,Vegetables,P8692,1, AED384.29 , AED0.04 , AED368.92 , AED212.20 , AED156.71 , AED14.46 ,Asia,2,PayPal,No
O1479,24/04/2024,C917,47,Male,Electronics,Laptops,P4103,7, AED261.90 , AED0.10 ," AED1,649.97 "," AED1,256.05 ", AED393.92 , AED18.62 ,North America,1,Cash,No
O1480,25/04/2024,C507,33,Female,Electronics,Smartphones,P3440,4, AED391.89 , AED0.18 ," AED1,285.40 ", AED719.04 , AED566.36 , AED11.29 ,North America,5,Credit Card,Yes
O1481,26/04/2024,C624,57,Male,Clothing,Fruits,P5135,5, AED266.02 , AED0.03 ," AED1,290.20 ", AED931.16 , AED359.04 , AED16.75 ,Europe,5,Credit Card,Yes
O1482,27/04/2024,C927,36,Male,Electronics,Vegetables,P8124,6, AED324.10 , AED0.22 ," AED1,516.79 "," AED1,078.22 ", AED438.57 , AED9.03 ,Europe,4,Credit Card,No
O1483,28/04/2024,C605,35,Male,Electronics,Laptops,P6201,5, AED395.30 , AED0.12 ," AED1,739.32 "," AED1,380.48 ", AED358.84 , AED15.47 ,Europe,2,PayPal,No
O1484,29/04/2024,C924,18,Male,Groceries,T-shirts,P1844,1, AED208.50 , AED0.24 , AED158.46 , AED82.72 , AED75.74 , AED5.02 ,Europe,5,PayPal,Yes
O1485,30/04/2024,C135,31,Male,Clothing,Vegetables,P1446,9, AED11.33 , AED0.15 , AED86.67 , AED74.12 , AED12.55 , AED18.07 ,North America,3,PayPal,No
O1486,01/05/2024,C784,68,Male,Clothing,Smartphones,P4915,2, AED426.47 , AED0.05 , AED810.29 , AED633.00 , AED177.29 , AED5.46 ,Asia,3,PayPal,Yes
O1487,02/05/2024,C119,64,Male,Groceries,Smartphones,P4109,9, AED196.64 , AED0.22 ," AED1,380.41 ", AED809.54 , AED570.87 , AED15.69 ,Asia,3,Credit Card,Yes
O1488,03/05/2024,C420,67,Female,Electronics,T-shirts,P2234,2, AED253.06 , AED0.08 , AED465.63 , AED266.97 , AED198.66 , AED5.69 ,Asia,1,Credit Card,Yes
O1489,04/05/2024,C875,19,Female,Electronics,Laptops,P7587,9, AED13.81 , AED0.15 , AED105.65 , AED71.06 , AED34.58 , AED8.99 ,Europe,1,Credit Card,No
O1490,05/05/2024,C611,45,Female,Clothing,Vegetables,P1226,6, AED251.13 , AED0.02 ," AED1,476.64 "," AED1,221.22 ", AED255.42 , AED12.46 ,North America,3,PayPal,No
O1491,06/05/2024,C499,66,Female,Electronics,Laptops,P5143,9, AED493.38 , AED0.19 ," AED3,596.74 "," AED3,011.12 ", AED585.62 , AED11.30 ,North America,4,PayPal,No
O1492,07/05/2024,C753,67,Male,Groceries,Smartphones,P8185,6, AED146.35 , AED0.20 , AED702.48 , AED497.48 , AED205.00 , AED7.88 ,North America,4,Credit Card,No
O1493,08/05/2024,C982,47,Female,Groceries,Laptops,P6558,6, AED203.75 , AED0.11 ," AED1,088.03 ", AED918.65 , AED169.38 , AED10.01 ,Asia,1,Credit Card,No
O1494,09/05/2024,C570,55,Female,Clothing,Smartphones,P1186,2, AED346.72 , AED0.29 , AED492.34 , AED247.24 , AED245.10 , AED15.92 ,Europe,3,PayPal,Yes
O1495,10/05/2024,C242,68,Male,Groceries,Laptops,P3535,8, AED409.25 , AED0.26 ," AED2,422.76 "," AED1,245.47 "," AED1,177.29 ", AED15.04 ,North America,4,Cash,No
O1496,11/05/2024,C191,21,Male,Groceries,T-shirts,P2932,3, AED214.52 , AED0.21 , AED508.41 , AED439.64 , AED68.77 , AED6.08 ,Europe,1,Credit Card,Yes
O1497,12/05/2024,C453,18,Female,Clothing,Fruits,P3032,7, AED161.74 , AED0.21 , AED894.42 , AED724.60 , AED169.82 , AED16.21 ,North America,3,Credit Card,Yes
O1498,13/05/2024,C933,25,Female,Groceries,T-shirts,P2252,5, AED469.53 , AED0.08 ," AED2,159.84 "," AED1,469.30 ", AED690.54 , AED5.80 ,Europe,2,Credit Card,Yes
O1499,14/05/2024,C899,46,Male,Groceries,T-shirts,P6509,3, AED341.80 , AED0.20 , AED820.32 , AED657.44 , AED162.88 , AED13.14 ,North America,3,PayPal,No
O1500,15/05/2024,C826,56,Female,Groceries,Fruits,P6074,1, AED68.32 , AED0.06 , AED64.22 , AED56.66 , AED7.56 , AED8.90 ,Europe,3,Credit Card,No
O1501,16/05/2024,C953,20,Male,Electronics,Fruits,P2881,8, AED43.77 , AED0.04 , AED336.15 , AED271.89 , AED64.26 , AED13.82 ,North America,5,Credit Card,No
O1502,17/05/2024,C150,49,Male,Clothing,Vegetables,P1269,3, AED246.94 , AED0.30 , AED518.57 , AED434.02 , AED84.55 , AED8.92 ,North America,5,Credit Card,No
O1503,18/05/2024,C764,27,Male,Clothing,Vegetables,P2630,2, AED117.84 , AED0.19 , AED190.90 , AED153.53 , AED37.37 , AED19.77 ,Europe,2,Credit Card,No
O1504,19/05/2024,C797,27,Male,Clothing,T-shirts,P5405,1, AED134.45 , AED0.13 , AED116.97 , AED66.36 , AED50.62 , AED9.65 ,Europe,2,Credit Card,No
O1505,20/05/2024,C674,36,Female,Electronics,T-shirts,P7139,4, AED440.07 , AED0.09 ," AED1,601.85 "," AED1,335.03 ", AED266.82 , AED8.63 ,Asia,3,Cash,No
O1506,21/05/2024,C289,63,Male,Electronics,Smartphones,P2574,8, AED53.89 , AED0.18 , AED353.52 , AED204.35 , AED149.17 , AED9.18 ,Europe,4,Cash,No
O1507,22/05/2024,C224,51,Male,Clothing,Smartphones,P2695,3, AED360.53 , AED0.01 ," AED1,070.77 ", AED917.70 , AED153.07 , AED18.45 ,North America,2,Credit Card,Yes
O1508,23/05/2024,C249,50,Female,Electronics,Vegetables,P4258,1, AED142.86 , AED0.03 , AED138.57 , AED94.71 , AED43.86 , AED14.54 ,North America,3,Credit Card,No
O1509,24/05/2024,C413,40,Male,Clothing,Vegetables,P4262,4, AED382.56 , AED0.01 ," AED1,514.94 "," AED1,167.70 ", AED347.24 , AED15.96 ,Europe,1,Credit Card,Yes
O1510,25/05/2024,C669,45,Female,Electronics,Smartphones,P2445,9, AED363.98 , AED0.15 ," AED2,784.45 "," AED1,946.04 ", AED838.41 , AED18.77 ,Asia,5,Credit Card,Yes
O1511,26/05/2024,C441,49,Female,Groceries,Smartphones,P7263,1, AED13.62 , AED0.18 , AED11.17 , AED6.00 , AED5.16 , AED18.68 ,Europe,4,PayPal,Yes
O1512,27/05/2024,C404,67,Female,Groceries,Laptops,P9411,2, AED259.48 , AED0.02 , AED508.58 , AED313.43 , AED195.15 , AED16.08 ,North America,3,PayPal,Yes
O1513,28/05/2024,C791,24,Male,Clothing,Laptops,P1052,9, AED78.27 , AED0.22 , AED549.46 , AED490.93 , AED58.52 , AED7.97 ,North America,1,PayPal,No
O1514,29/05/2024,C781,46,Female,Electronics,Smartphones,P6570,2, AED434.45 , AED0.07 , AED808.08 , AED714.57 , AED93.51 , AED17.65 ,Asia,5,Cash,No
O1515,30/05/2024,C937,25,Female,Electronics,Laptops,P8579,3, AED437.08 , AED0.21 ," AED1,035.88 ", AED650.73 , AED385.15 , AED8.06 ,Europe,1,Credit Card,Yes
O1516,31/05/2024,C882,18,Male,Groceries,Fruits,P2666,7, AED214.99 , AED0.29 ," AED1,068.50 ", AED960.07 , AED108.43 , AED16.14 ,North America,3,PayPal,Yes
O1517,01/06/2024,C153,20,Female,Groceries,Vegetables,P7901,3, AED227.75 , AED0.21 , AED539.77 , AED452.44 , AED87.32 , AED15.28 ,North America,2,Credit Card,Yes
O1518,02/06/2024,C543,41,Female,Electronics,Vegetables,P3785,9, AED158.61 , AED0.26 ," AED1,056.34 ", AED786.32 , AED270.02 , AED16.38 ,North America,5,Credit Card,No
O1519,03/06/2024,C712,40,Female,Electronics,Smartphones,P1719,6, AED361.14 , AED0.28 ," AED1,560.12 ", AED805.10 , AED755.02 , AED12.99 ,Europe,1,Cash,Yes
O1520,04/06/2024,C363,25,Female,Electronics,T-shirts,P9597,3, AED185.74 , AED0.15 , AED473.64 , AED407.60 , AED66.04 , AED14.58 ,Europe,2,Cash,Yes
O1521,05/06/2024,C152,64,Female,Electronics,Smartphones,P7855,9, AED141.22 , AED0.21 ," AED1,004.07 ", AED725.92 , AED278.16 , AED19.30 ,Asia,4,PayPal,No
O1522,06/06/2024,C671,54,Male,Electronics,Laptops,P3294,1, AED221.79 , AED0.26 , AED164.12 , AED139.08 , AED25.05 , AED6.52 ,North America,3,PayPal,Yes
O1523,07/06/2024,C719,20,Female,Electronics,T-shirts,P9263,3, AED54.83 , AED0.11 , AED146.40 , AED122.06 , AED24.34 , AED9.63 ,North America,3,Cash,No
O1524,08/06/2024,C104,68,Female,Clothing,Laptops,P5482,1, AED375.84 , AED0.08 , AED345.77 , AED288.10 , AED57.67 , AED14.17 ,Asia,5,Cash,No
O1525,09/06/2024,C202,50,Male,Electronics,Fruits,P1698,2, AED16.17 , AED0.28 , AED23.28 , AED18.15 , AED5.14 , AED19.46 ,North America,1,Credit Card,Yes
O1526,10/06/2024,C295,45,Male,Groceries,Laptops,P8243,8, AED325.80 , AED0.22 ," AED2,032.99 "," AED1,253.47 ", AED779.52 , AED6.43 ,Asia,4,Credit Card,Yes
O1527,11/06/2024,C873,64,Male,Clothing,Fruits,P6918,7, AED99.60 , AED0.07 , AED648.40 , AED411.38 , AED237.01 , AED5.34 ,Asia,5,PayPal,Yes
O1528,12/06/2024,C976,25,Female,Electronics,Fruits,P1348,2, AED123.88 , AED0.13 , AED215.55 , AED134.37 , AED81.18 , AED5.84 ,North America,5,PayPal,No
O1529,13/06/2024,C983,51,Male,Groceries,Laptops,P6374,2, AED321.46 , AED0.24 , AED488.62 , AED248.23 , AED240.39 , AED5.79 ,Europe,1,Cash,No
O1530,14/06/2024,C449,52,Female,Clothing,Laptops,P8869,9, AED496.54 , AED0.16 ," AED3,753.84 "," AED2,751.67 "," AED1,002.17 ", AED18.62 ,Europe,4,PayPal,No
O1531,15/06/2024,C146,49,Female,Groceries,Fruits,P1307,6, AED391.08 , AED0.19 ," AED1,900.65 "," AED1,481.62 ", AED419.03 , AED15.82 ,Europe,1,Credit Card,Yes
O1532,16/06/2024,C966,41,Male,Electronics,T-shirts,P4416,5, AED120.66 , AED0.23 , AED464.54 , AED390.93 , AED73.61 , AED15.16 ,Europe,3,Cash,Yes
O1533,17/06/2024,C922,31,Male,Electronics,Fruits,P5820,6, AED96.25 , AED0.19 , AED467.78 , AED260.11 , AED207.66 , AED12.84 ,North America,2,Credit Card,Yes
O1534,18/06/2024,C919,49,Female,Electronics,Vegetables,P4558,9, AED434.45 , AED0.16 ," AED3,284.44 "," AED2,357.16 ", AED927.29 , AED16.73 ,Asia,3,Cash,Yes
O1535,19/06/2024,C755,63,Male,Electronics,Fruits,P5478,7, AED227.65 , AED0.22 ," AED1,242.97 ", AED625.47 , AED617.50 , AED7.33 ,Asia,3,Cash,Yes
O1536,20/06/2024,C368,60,Female,Clothing,T-shirts,P7531,9, AED77.16 , AED0.22 , AED541.66 , AED291.44 , AED250.23 , AED10.88 ,North America,5,Credit Card,Yes
O1537,21/06/2024,C469,33,Male,Clothing,Vegetables,P5620,4, AED432.48 , AED0.19 ," AED1,401.24 ", AED731.00 , AED670.23 , AED12.35 ,Europe,3,PayPal,No
O1538,22/06/2024,C735,21,Male,Groceries,Smartphones,P3985,2, AED409.89 , AED0.11 , AED729.60 , AED576.53 , AED153.08 , AED6.66 ,Asia,4,PayPal,No
O1539,23/06/2024,C205,69,Male,Electronics,Smartphones,P9112,8, AED492.11 , AED0.12 ," AED3,464.45 "," AED1,844.56 "," AED1,619.90 ", AED11.29 ,North America,3,PayPal,No
O1540,24/06/2024,C769,54,Female,Groceries,T-shirts,P9467,4, AED455.77 , AED0.29 ," AED1,294.39 "," AED1,018.14 ", AED276.25 , AED9.75 ,North America,4,PayPal,Yes
O1541,25/06/2024,C758,38,Male,Clothing,Fruits,P3547,9, AED427.38 , AED0.03 ," AED3,731.03 "," AED2,238.06 "," AED1,492.97 ", AED5.53 ,Europe,1,Credit Card,No
O1542,26/06/2024,C756,31,Female,Electronics,Laptops,P1336,4, AED35.76 , AED0.08 , AED131.60 , AED112.00 , AED19.60 , AED7.05 ,North America,5,Cash,No
O1543,27/06/2024,C219,48,Female,Electronics,T-shirts,P3979,8, AED61.16 , AED0.15 , AED415.89 , AED343.22 , AED72.67 , AED16.46 ,Asia,4,Credit Card,No
O1544,28/06/2024,C930,65,Female,Clothing,Vegetables,P4968,9, AED288.80 , AED0.25 ," AED1,949.40 "," AED1,721.58 ", AED227.82 , AED5.27 ,Asia,3,PayPal,Yes
O1545,29/06/2024,C886,35,Female,Clothing,Vegetables,P1910,9, AED270.42 , AED0.05 ," AED2,312.09 "," AED1,973.38 ", AED338.71 , AED19.01 ,North America,5,PayPal,Yes
O1546,30/06/2024,C703,24,Male,Clothing,Smartphones,P2996,4, AED234.40 , AED0.08 , AED862.59 , AED753.33 , AED109.26 , AED6.30 ,Asia,5,Credit Card,No
O1547,01/07/2024,C157,27,Female,Clothing,Vegetables,P4129,1, AED204.43 , AED0.02 , AED200.34 , AED168.99 , AED31.35 , AED16.99 ,North America,4,Cash,Yes
O1548,02/07/2024,C445,24,Female,Clothing,T-shirts,P6447,3, AED221.29 , AED0.21 , AED524.46 , AED407.69 , AED116.77 , AED18.48 ,Asia,4,Credit Card,Yes
O1549,03/07/2024,C840,50,Male,Electronics,Vegetables,P7129,9, AED288.96 , AED0.07 ," AED2,418.60 "," AED1,374.01 "," AED1,044.58 ", AED19.12 ,Europe,2,Credit Card,Yes
O1550,04/07/2024,C573,40,Female,Clothing,T-shirts,P6850,4, AED11.02 , AED0.12 , AED38.79 , AED23.61 , AED15.18 , AED18.01 ,Asia,2,Credit Card,Yes
O1551,05/07/2024,C216,38,Male,Electronics,Laptops,P5204,5, AED137.75 , AED0.13 , AED599.21 , AED350.59 , AED248.62 , AED9.31 ,Europe,5,Cash,No
O1552,06/07/2024,C929,36,Female,Electronics,Smartphones,P8446,7, AED263.96 , AED0.27 ," AED1,348.84 "," AED1,000.07 ", AED348.76 , AED10.00 ,Europe,2,Credit Card,Yes
O1553,07/07/2024,C890,65,Male,Clothing,Vegetables,P9519,5, AED363.89 , AED0.12 ," AED1,601.12 "," AED1,123.10 ", AED478.02 , AED11.40 ,North America,3,Credit Card,No
O1554,08/07/2024,C226,36,Female,Clothing,T-shirts,P1314,4, AED95.34 , AED0.04 , AED366.11 , AED310.03 , AED56.08 , AED7.09 ,Europe,1,PayPal,No
O1555,09/07/2024,C492,53,Male,Electronics,Fruits,P2134,2, AED277.97 , AED0.16 , AED466.99 , AED411.45 , AED55.54 , AED5.33 ,Asia,5,Credit Card,Yes
O1556,10/07/2024,C740,46,Female,Clothing,Smartphones,P5876,2, AED360.09 , AED0.29 , AED511.33 , AED338.47 , AED172.86 , AED18.04 ,Asia,1,PayPal,Yes
O1557,11/07/2024,C157,35,Female,Clothing,Laptops,P9102,4, AED227.87 , AED0.18 , AED747.41 , AED525.09 , AED222.33 , AED13.31 ,Europe,2,PayPal,Yes
O1558,12/07/2024,C733,19,Male,Clothing,T-shirts,P9347,9, AED23.27 , AED0.30 , AED146.60 , AED130.27 , AED16.33 , AED14.13 ,North America,4,PayPal,No
O1559,13/07/2024,C612,18,Male,Groceries,Laptops,P6592,8, AED230.14 , AED0.25 ," AED1,380.84 ", AED843.00 , AED537.84 , AED18.90 ,Europe,5,Cash,No
O1560,14/07/2024,C850,64,Male,Electronics,Laptops,P2724,3, AED155.26 , AED0.01 , AED461.12 , AED376.72 , AED84.41 , AED14.98 ,Asia,2,PayPal,No
O1561,15/07/2024,C901,22,Male,Groceries,Vegetables,P4343,9, AED465.53 , AED0.20 ," AED3,351.82 "," AED1,977.89 "," AED1,373.92 ", AED15.36 ,Asia,3,Credit Card,No
O1562,16/07/2024,C195,37,Female,Clothing,Vegetables,P1886,5, AED71.06 , AED0.09 , AED323.32 , AED249.79 , AED73.53 , AED16.80 ,Europe,5,Credit Card,No
O1563,17/07/2024,C737,28,Female,Groceries,T-shirts,P1721,3, AED329.71 , AED0.17 , AED820.98 , AED493.77 , AED327.20 , AED6.75 ,Europe,5,PayPal,No
O1564,18/07/2024,C217,59,Male,Clothing,Fruits,P8678,5, AED35.83 , AED0.08 , AED164.82 , AED140.67 , AED24.15 , AED10.40 ,Europe,4,PayPal,No
O1565,19/07/2024,C659,19,Female,Groceries,T-shirts,P4357,4, AED228.62 , AED0.10 , AED823.03 , AED596.36 , AED226.67 , AED19.52 ,Asia,5,Credit Card,Yes
O1566,20/07/2024,C700,20,Male,Clothing,Fruits,P1870,8, AED281.45 , AED0.28 ," AED1,621.15 ", AED931.15 , AED690.01 , AED18.84 ,Asia,4,PayPal,No
O1567,21/07/2024,C587,40,Male,Groceries,Laptops,P7751,5, AED156.00 , AED0.06 , AED733.20 , AED432.40 , AED300.80 , AED18.26 ,Asia,2,Cash,No
O1568,22/07/2024,C336,29,Female,Groceries,Smartphones,P1497,8, AED232.99 , AED0.26 ," AED1,379.30 ", AED962.12 , AED417.18 , AED11.78 ,North America,3,PayPal,No
O1569,23/07/2024,C984,37,Female,Groceries,T-shirts,P2756,9, AED90.14 , AED0.01 , AED803.15 , AED710.50 , AED92.65 , AED17.86 ,Asia,3,Cash,No
O1570,24/07/2024,C996,22,Female,Electronics,T-shirts,P2117,4, AED159.02 , AED0.03 , AED617.00 , AED498.45 , AED118.55 , AED5.73 ,Asia,5,Cash,Yes
O1571,25/07/2024,C371,54,Female,Groceries,Fruits,P3828,7, AED314.34 , AED0.26 ," AED1,628.28 "," AED1,132.18 ", AED496.10 , AED7.23 ,North America,5,Cash,No
O1572,26/07/2024,C288,55,Female,Electronics,Laptops,P2647,2, AED157.88 , AED0.19 , AED255.77 , AED162.43 , AED93.33 , AED11.21 ,North America,2,PayPal,No
O1573,27/07/2024,C803,47,Female,Clothing,Laptops,P7992,6, AED450.87 , AED0.22 ," AED2,110.07 "," AED1,518.63 ", AED591.44 , AED12.25 ,North America,4,Cash,Yes
O1574,28/07/2024,C546,26,Female,Groceries,Fruits,P7771,8, AED317.92 , AED0.06 ," AED2,390.76 "," AED1,911.04 ", AED479.72 , AED8.95 ,North America,3,Cash,Yes
